industry,industry_uuid,category,subcategory_1,uuid,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Components,olit_29c928d0ae42496e9a7d731f8c2bf2b9,Filter Drier Replacement – Suction Line,Replace suction line filter drier to protect compressor. Includes 1-year labor warranty and full manufacturer warranty.,$710.94,$35.00,false,,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Components,olit_73a003acea5c45b4af5c959aaa1b99d2,Service Valve Replacement,Replace leaking refrigerant service valve. Includes 1-year labor warranty and full manufacturer warranty.,$726.56,$45.00,false,,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Controls,olit_d8f1f82f56614f8383c5460ba4043468,Defrost Relay Replacement,Replace failed defrost relay for heat pump system. Includes 1-year labor warranty and full manufacturer warranty.,$476.56,$25.00,false,,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Controls,olit_78f7ce2f37204597aaaa87a5ef4ffdb9,Two-Stage Contactor / Relay Replacement,Replace two-stage contactor/relay to restore staging control. Includes 1-year labor warranty and full manufacturer warranty.,$492.19,$35.00,false,,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Service,olit_8d6cdce2b7fa4ceeaedd0389a2ca6ea5,"Refrigerant Recovery (Per System, No Recharge)",Recover refrigerant from system for service/repair. Disposal per EPA regulations. Includes 1-year labor warranty on workmanship.,$445.31,$5.00,false,,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Service,olit_d8d24677f7e84ee5a1686b7db40a1d0f,"Refrigerant Recharge (Labor Only, Per Pound Billed Separately)",Recharge system with refrigerant (refrigerant billed per pound separately). Includes 1-year labor warranty on workmanship.,$437.50,$0.00,false,,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Thermostats,"",olit_31b46c04ea614459ab5423bcc31bb228,Thermostat Installation,Install customer provided thermostat.,$150.00,$50.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Tune Up,olit_48b4315c3b024c6cb30bcdb3c4ef8107,Tune Up,"Comprehensive system inspection and service to ensure peak performance, efficiency, and reliability. Includes: checking refrigerant pressures and temperatures, testing electrical components and safety controls, inspecting air filter and duct connections, tightening connections, lubricating moving parts (as applicable), and verifying proper system operation. Recommended bi-annually to extend equipment life, improve comfort, and reduce risk of costly breakdowns.",$89.00,$75.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Restoration,olit_e083e780dff545748f78fb9aa831cfbc,HVAC Removal and Replacement,"Scope of Work – Complete HVAC System Removal and Replacement (Fire Damage)
Project Description

This scope covers the removal and full replacement of the HVAC system due to fire damage. Work includes demolition and disposal of all affected HVAC components, followed by installation of new, code-compliant equipment and materials to restore full heating, cooling, and ventilation functionality to the property.

1. Demolition and Removal

Disconnect and safely remove all fire-damaged HVAC equipment, including:

Existing gas furnace and evaporator coil or air handler, and outdoor condenser unit.

All associated refrigerant lines, control wiring, drain lines, and electrical whips.

All supply and return air plenums, transition fittings, and dampers.

All flexible ductwork, metal trunk lines, and duct insulation throughout the structure.

All exhaust fans and ducting (bathroom, laundry, range hood vent, etc.) that were exposed to heat, smoke, or soot.

Dispose of all removed materials in accordance with local code and environmental regulations.

2. New Equipment Installation

Furnish and install new HVAC system of equal or greater capacity than existing (per Manual J load and approved specifications).

New outdoor condenser and matching indoor coil (heat pump or A/C configuration).

New furnace or air handler, properly sized and supported.

New line set, electrical whip, disconnect, and drain system.

New thermostat (programmable digital).

Install equipment to manufacturer specifications and local mechanical/electrical codes.

Pull vacuum, pressure test, and charge system to proper refrigerant levels per manufacturer data.

3. Ductwork and Ventilation

Design and install new duct system per current code and airflow requirements.

New insulated flexible duct runs for each supply branch.

New metal trunk lines, take-offs, and balancing dampers as needed.

Proper sealing and strapping per ACCA Manual D guidelines.

New return air drop and filter rack assembly.

Replace all removed exhaust fans (bath, kitchen, laundry) with code-compliant, energy-efficient models.

4. Start-Up, Testing, and Cleanup

Test all HVAC and exhaust systems for correct voltage, amperage, airflow, and refrigerant performance.

Verify thermostat operation and temperature split.

Label circuit breakers and equipment clearly.

Clean up all work areas and remove debris from site.

5. Warranty & Compliance

All workmanship guaranteed for 1 year from completion date.

All installed equipment covered by manufacturer’s standard parts warranty (typically 10 years upon homeowner registration).

System will meet or exceed all applicable local and national mechanical codes at time of installation.
",$0.00,$0.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Restoration,olit_1d496cc5f14446298888e4db2e688911,Removal,"Temporary Removal of Vertical Air Handler or Furnace/Coil for Restoration Access
Recover and isolate refrigerant charge into existing outdoor condenser. Disconnect low-voltage and high-voltage wiring, condensate drain, copper refrigerant lines, and duct connections. Remove air handler from closet to allow access for restoration work and relocate unit to a protected area on-site. ",$550.00,$150.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Mini Split,olit_5bc0db0dd59643e0a03d81ffe578b2d7,Samsung 12k Mini Split,"Samsung Mini-Split Installation – 12,000 BTU, 19 SEER2, Single Zone, Heat Pump

This proposal includes the complete installation of a high-efficiency Samsung mini-split system 

Scope of Work:
•Supply and install one (1) 12,000 BTU Samsung Mini-Split Heat Pump System, single-zone, wall-mounted indoor unit. 
•Includes all necessary equipment, line set, drain line, electrical disconnect, mounting hardware, and materials for a complete installation.
•Remove and properly dispose of any existing equipment (if applicable).
•Test system for proper operation and performance.

Warranty:
•Manufacturer Warranty: 10-year parts and compressor (upon registration by homeowner).
•Labor Warranty: 1-year coverage on installation workmanship.

Benefits:
•Energy-efficient design to help lower utility costs.
•Quiet rotary compressor and multi-speed operation for enhanced comfort.
•Environmentally friendly refrigerant.

Included in Price:
•Equipment and labor
•Removal/disposal of old equipment
•Warranty coverage as outlined above

(does not include high voltage between breaker panel and outdoor unit)",$4497.00,$2277.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Custom,olit_6097c0ac610748108cd889fd8fceef30,Window Unit Replacement,"",$185.00,$50.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Inverter,olit_f8d2e5db541b4cadbfd664a73877d0ad,4 Ton Bosch 18.5 SEER2 Heat Pump,"Outdoor Unit: Bosch BOVA-60RTB-M20S (20 SEER inverter heat pump)

Indoor Unit: Bosch BIVA-48RCB-M20X  constant torque ECM air handler

Qualify for maximum energy rebates and save the most on energy costs with our highest efficiency offering: the Bosch Premium Premium 20 SEER System. The IDS Premium combines our top tier BOVA20 and BOVC20 outdoor units with our exceptional BVA20 two stage constant torque ECM style air handler.
The high-efficiency variable capacity inverter compressor can adjust to speeds ranging from 26% to 130% to perfectly cool and heat your home using minimal energy for maximum comfort. The BOVA20 and BOVC20 outdoor units can adjust to any speed between 36% and 130%. (in 1% increments). Additionally, the Bosch BVA20 air handler features a two-stage ECM motor. This capability allows the indoor blower to stage up and down to provide enhanced comfort, energy savings, and superior humidity control.

Removal & proper disposal of existing equipment

Installation of new indoor/outdoor units

Line set flushing of contaminations.

New electrical whip and disconnect

Pressure testing, evacuation, and factory-recommended startup procedure

System commissioning & performance verification

Jobsite cleanup and haul-away

10-Year Parts Warranty (with registration)

10-Year Compressor Warranty

1-Year Labor Warranty (included by Polar Air)

Optional: Extended Labor Warranty Available (up to 10 years)",$17586.00,$9916.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Inverter,olit_462332cb4e95465bb0b903b038c38488,York 4-5 Ton 18 SEER2 Heat Pump Split System,"Condenser HH860E2S11

Introducing the HH8, our latest addition to the LX Family of split system heat pumps. These cutting-edge heat pumps feature the next generation of low global warming potential refrigerant R-454B, making them environmentally friendly and energy efficient. With an impressive 18+ SEER2 rating, the HH8 is designed to deliver exceptional performance and savings. Featuring a state-of-the-art inverter driven compressor, the HH8 heat pumps offer precise temperature control to meet each customer's comfort needs. With the help of a conventional heat pump thermostat, the system automatically adjusts its capacity and airflow, ensuring optimal comfort while keeping energy bills in check. In addition, the HH8 incorporates advanced self-diagnostic features in both the main control and inverter control systems. This allows for quick and efficient troubleshooting, should the need for service arise. HH8 is the ultimate choice for superior comfort, energy savings, and system reliability.

Removal & proper disposal of existing equipment

Installation of new indoor/outdoor units

Line set flushing of contaminations.

New electrical whip and disconnect

Pressure testing, evacuation, and factory-recommended startup procedure

System commissioning & performance verification

Jobsite cleanup and haul-away

10-Year Parts Warranty (with homeowner registration)

10-Year Compressor Warranty

1-Year Labor Warranty (included by Polar Air)

Optional: Extended Labor Warranty Available (up to 10 years)",$11873.00,$7000.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Repair Services,"",olit_dd3f7a5e5b154ddf90220f6bb265eee1,Zoning Damper Motor,"Replace one zoning damper motor with new motor/actuator for proper zone function. Installation, wiring, operational test. 1 year labor/workmanship warranty included. Manufacturers warranty included on parts. ",$485.00,$200.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Construction,"",olit_7bf661d5f8944ad081e38b40e8a9fa5c,New Build,"",$0.00,$0.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Construction,"",olit_c8b6cfe44cb44b9990a36a198321e41b,Remodel,"",$0.00,$0.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,IAQ,"",olit_94958ef487bb44a9af444fc778a87022,Duct Cleaning,"",$0.00,$0.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,"",olit_96a21ed3d6314a5fb55dc3b3b0277cf0,Mini Split,Install customer provided mini split. No materials included. ,$750.00,$300.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,M Series Gas,olit_4d1c5cad15e34bb88ede348d138a9c4a,4-Ton M Series 14.3 SEER2 AC/Coil & 80%  Furnace ,"Includes removal of existing equipment and installation of a new AC Pro M Series 4-ton straight-cool condenser (14.3 SEER2) with matching evaporator coil and 80% AFUE low-NOx gas furnace. System uses eco-friendly R454B refrigerant; matching coil sized for 4-ton capacity. Includes supply plenum, gas flex connector and fittings, flue pipe and miscellaneous installation materials. System will be evacuated, pressure tested, charged to factory specification, and run-tested for proper airflow, temperature differential, superheat and subcool. Condenser/coil carry 10-year parts and compressor warranty (no registration required); furnace includes 10-year heat exchanger warranty and 1-year labor warranty. ",$8504.86,$4863.11,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigerant,"",olit_4de6d4e5dbf7467bb3e01500198b74a4,Alternative R-22,Refrigerant only,$68.00,$12.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,"",olit_7a4608f955e14479b1a26cde930ddaf9,Coil,"",$750.00,$300.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigerant,"",olit_01b7b88a09084899aa6a92c9a3f74de6,R-410a,Refrigerant Only,$55.00,$5.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Repair Services,"",olit_b6b7a2c81b9548e3b59a7f1ff205591f,Drywall Repair,"",$350.00,$0.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Package Unit,olit_2008efc002954c5eb6576ea52cc0ea71,3.5 Ton P-Series Packaged Heat Pump 13.4 SEER2 ,"P-Series Packaged Heat Pump 3.5 Ton 13.4 SEER2 208/230V Single Phase Single Stage R454B
AC Pro    |    AC Pro #: 84552    MFG #: PKHP-P-0421BB
Quiet, high-efficiency, single-stage compressor.
Internal protection against high temperature motor overload conditions.
10 Year Parts & Compressor Warranty, no registration required.
1 year labor warranty. Extended warranty options available upon request.
Powder-coated galvanized steel construction.
Includes removal and disposal of existing equipment. 
Includes all labor and materials. 
Includes any necessary stand, sheet metal, elbows, or transitions. 
Includes crane service if necessary. ",$7737.00,$4622.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Repair Services,"",olit_40fa066ffca24b3baf6ed884b5114c45,High Voltage Repair,"",$295.00,$89.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Custom,olit_8cb2ecc31cff4feabbfeca9e3f9ad4dc,Furnace,"",$0.00,$0.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Tune Up,olit_a767b62c64d54aeb9cd966e6c1e11bc2,AC Tune-Up,"Comprehensive air conditioning maintenance including: check refrigerant levels, clean condenser coil, inspect electrical connections, test capacitors, check amp draws, verify temperature split, inspect drain line, check thermostat operation. Recommended bi-annually.",$79.00,$50.00,false,Each,"",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Tune Up,olit_14eafa30e3244dc9b5ce164fae5f7a81,Furnace Tune-Up,"Comprehensive furnace maintenance including: inspect heat exchanger, test ignition system, check gas pressure, verify safety controls, inspect flue/venting, clean burners, check blower operation. Recommended annually before heating season.",$79.00,$50.00,false,Each,"",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Tune Up,olit_12e7e15fee7845a0aa5672007362ea24,Heat Pump Tune-Up,"Comprehensive heat pump maintenance including: check refrigerant charge, test defrost cycle, inspect reversing valve operation, clean coils, verify auxiliary heat function, check electrical components.",$79.00,$60.00,false,Each,"",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Tune Up,olit_a2666962459f49209a05aaf3b4590f82,Mini Split Tune-Up,"Maintenance service for ductless mini split system including: clean indoor and outdoor coils, check refrigerant, clean filters, verify drainage, test remote operation.",$79.00,$60.00,false,Each,"",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Tune Up,olit_5dc02e51269245cd963c74eb9810f322,Package Unit Tune-Up,Complete maintenance for rooftop or ground-level package unit. Includes both heating and cooling inspection.,$79.00,$65.00,false,Each,"",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Tune Up,olit_64d54c4091cd4eacb6cc44d1f8001c77,Additional System Tune-Up,Tune-up for each additional system at same location when performed same visit.,$84.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Contactors,olit_ef1b03da5e474cb991eb100f4314855b,Contactor - Single Pole,Replace failed single-pole contactor to restore power delivery. Includes 1-year labor warranty.,$288.00,$20.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Contactors,olit_cfb9296e233243899161001763fe3fb9,Contactor - Double Pole,Replace failed double-pole contactor for proper compressor and fan operation. Includes 1-year labor warranty.,$324.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Contactors,olit_422541835b124b8eb9d6aedb32eb6cf2,Contactor - Three Pole (Commercial),Replace commercial 3-pole contactor. Includes 1-year labor warranty.,$420.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Relays,olit_49c15b49cd6a47ef9035394656129b84,Relay - Time Delay,Replace time delay relay to restore proper system sequencing. Includes 1-year labor warranty.,$264.00,$18.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Relays,olit_2ad63bb7c09641a3afbfdaeac292e4ca,Relay - Fan,Replace fan relay for proper blower operation. Includes 1-year labor warranty.,$252.00,$15.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Relays,olit_fb2b4ee81d104f2ebcf65b31b2e581ea,Relay - Potential/Start,Replace potential or start relay for compressor. Includes 1-year labor warranty.,$276.00,$22.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Relays,olit_814f67048a7844348c9d5fd7ac345e4c,Relay - Sequencer (Electric Heat),Replace heat sequencer relay for electric furnace/heat strip staging. Includes 1-year labor warranty.,$324.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Transformers,olit_18d2b677683447ef8471632aee71d5e3,Transformer - 24V Control,Replace failed control transformer to restore 24V operations. Includes 1-year labor warranty.,$336.00,$48.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Transformers,olit_0dc3075022b94316ab030eb0ce52dbb8,Transformer - Multi-Tap,Replace multi-tap transformer for variable voltage requirements. Includes 1-year labor warranty.,$384.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Disconnects,olit_00cb1eca37b04b28b56b0528065a28b8,Disconnect + Whip - Residential,"Replace outdoor disconnect and liquid-tight whip for safe, code-compliant power connection. Includes 1-year labor warranty.",$420.00,$30.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Disconnects,olit_e91ff0d1f81e44a3890d5345b99b7297,Disconnect - 3-Phase Commercial,Replace 3-phase fusible disconnect for commercial equipment. Includes 1-year labor warranty.,$840.00,$145.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Breakers,olit_9ea9cd5d673c47eca3a0287b7d097aa4,Circuit Breaker - 2-Pole 30-50A,"Replace HVAC circuit breaker for safe, code-compliant protection. Includes 1-year labor warranty.",$324.00,$40.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Breakers,olit_d3c774c7cf894cf6b9e95db14c63882c,Circuit Breaker - 60A+,Replace high-amperage circuit breaker. Includes 1-year labor warranty.,$396.00,$60.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Protection,olit_84b3492af23e4831b3cce42b11c9b527,Surge Protector - HVAC,Install surge protection device to safeguard HVAC system from voltage spikes. Includes 1-year labor warranty.,$480.00,$85.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Wiring,olit_96348c8c55fa4ff78566811cebc97f04,Electrical Wiring Repair - Minor,Repair of faulty low-voltage or high-voltage wiring (up to 1 hour). Includes 1-year labor warranty.,$216.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Wiring,olit_3fb67f97715248d3b07030f3dd435cc3,Electrical Wiring Repair - Major,"Extensive wiring repair including wire replacement, junction boxes, or multiple connections. Includes 1-year labor warranty.",$420.00,$75.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical,Wiring,olit_c7885d1efb694fa1b083bab8bd49ecc9,Thermostat Wire Run - New,Run new thermostat wire from equipment to thermostat location (up to 50 ft). Includes 1-year labor warranty.,$360.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Motors,Blower,olit_fba679e9811b45a59a5b5cfe1ac688fc,Blower Motor - PSC (Universal),Replace evaporator/furnace blower motor (PSC type) with universal equivalent. Includes 1-year labor warranty.,$720.00,$120.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Motors,Blower,olit_7a55de418ad84a329ec135ca4c9c010a,Blower Motor - ECM Variable Speed,Replace ECM variable speed blower motor. OEM or equivalent. Includes 1-year labor warranty.,$1320.00,$400.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Motors,Blower,olit_640efdeb5fb649e092355e8a5ec8001b,Blower Motor - ECM Constant Torque,Replace ECM constant torque blower motor. Includes 1-year labor warranty.,$1080.00,$300.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Motors,Condenser,olit_73ce62db3dc44b0e9439c503a949d647,Condenser Fan Motor - PSC,Replace condenser fan motor (PSC) with universal equivalent. Includes 1-year labor warranty.,$600.00,$95.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Motors,Condenser,olit_365992f9f5a24d49a7ddd4c4fab2fed7,Condenser Fan Motor - ECM,Replace condenser fan motor (ECM) with OEM equivalent. Includes 1-year labor warranty.,$960.00,$250.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Motors,Condenser,olit_28af18debe7d4c009ffeb696cd0db9fa,Condenser Fan Blade,Replace damaged or broken condenser fan blade. Includes 1-year labor warranty.,$180.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Motors,Inducer,olit_8b8473af90644a8a90f97539adc05b4b,Inducer Motor - Furnace,Replace draft inducer motor to restore proper venting and combustion airflow. Includes 1-year labor warranty.,$840.00,$250.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Motors,Wheel,olit_99e133778b2a436893114c2806dc5c7a,Blower Wheel Replacement,Replace damaged or unbalanced blower wheel. Includes 1-year labor warranty.,$360.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Controls,Boards,olit_360bb6b8fa2a42d9825d01999a77b07d,Control Board - OEM Furnace,Replace failed furnace control board with OEM equivalent. Transfer all wiring. Includes 1-year labor warranty.,$720.00,$175.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Controls,Boards,olit_15931d503bdf4e449f525fb439fb54a7,Control Board - Universal Furnace,Replace furnace control board with universal replacement. Includes 1-year labor warranty.,$540.00,$95.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Controls,Boards,olit_6954ff8a978348e2b3712a88fe727ba4,Control Board - Air Handler,Replace air handler control board. Includes 1-year labor warranty.,$660.00,$150.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Controls,Boards,olit_2266285bffef4d22bfacc834dbaa6a28,Defrost Control Board,Replace heat pump defrost control board for proper defrost cycling. Includes 1-year labor warranty.,$480.00,$85.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Controls,Boards,olit_56e12edd99d44b6d9538f4b9b1b5d9ee,Inverter Board,Replace inverter/VFD board for variable speed system. OEM required. Includes 1-year labor warranty.,$1440.00,$550.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Controls,Zone,olit_77af6a21640646ca91d55a6a68dadf0d,Zone Control Panel,Replace zone control panel/board to restore multi-zone operation. Includes 1-year labor warranty.,$780.00,$185.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Controls,Zone,olit_a4695718c49349fbacdd6dd587302d1c,Zone Damper Motor,Replace zoning damper motor/actuator for proper zone function. Includes 1-year labor warranty.,$420.00,$95.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Controls,Zone,olit_7ec17d76a4ea41ec8bfbf09e927b26be,Zone Thermostat - Additional,Install additional zone thermostat for multi-zone system. Includes 1-year labor warranty.,$360.00,$75.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Ignition,olit_05a34bbf1a3f4cdc9311517abe3f3b4c,Igniter - Hot Surface,Replace failed hot surface igniter to restore furnace ignition. Includes 1-year labor warranty.,$300.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Ignition,olit_1c2a21466ba24396a44867130dacf516,Igniter - Spark,Replace spark igniter assembly for reliable furnace startup. Includes 1-year labor warranty.,$360.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Sensors,olit_b4f85ea1cc8b4136b6b14ea09a075f52,Flame Sensor,Replace or clean flame sensor to ensure proper flame detection. Includes 1-year labor warranty.,$264.00,$20.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Sensors,olit_10afaaa0508a4bd7867a0745f003b066,Pressure Switch,Replace defective pressure switch to restore safe furnace operation. Includes 1-year labor warranty.,$336.00,$40.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Sensors,olit_9f998f78208a48bca6dadbaa868a8330,Limit Switch - High Limit,Replace failed high-limit switch for safe furnace operation. Includes 1-year labor warranty.,$300.00,$28.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Sensors,olit_699ef3fb68284e2a9fa267ea08d35630,Rollout Switch,Replace rollout switch to protect against unsafe combustion. Includes 1-year labor warranty.,$276.00,$22.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Gas,olit_6f8ed18e57004e799a87c648d785da6a,Gas Valve,Replace defective furnace gas valve and test combustion. Includes 1-year labor warranty.,$600.00,$150.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Gas,olit_47a511e16d5442efa46627cc2e8a3827,Gas Flex Connector,Replace gas flex connector to furnace. Includes leak test. Includes 1-year labor warranty.,$180.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Gas,olit_0345d19fd5ad4636a2166bca2a4804d0,Gas Shutoff Valve,Replace gas shutoff valve at furnace. Includes 1-year labor warranty.,$264.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Components,olit_0ffa5fb8017144c48983641a8ac2c7f9,Heat Exchanger - Secondary,Replace secondary (condensing) heat exchanger. Labor intensive. Includes 1-year labor warranty.,$1800.00,$450.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Components,olit_ed57a4c6e0884c59adf88c2153e78f84,Burner Assembly,Replace furnace burner assembly. Includes 1-year labor warranty.,$480.00,$95.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Venting,olit_7c3e251c7ebe46509c19fce4700b41d8,Flue Pipe Repair/Replace (up to 10ft),Repair or replace furnace flue/vent pipe up to 10 feet. Includes 1-year labor warranty.,$420.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Furnace,Venting,olit_2ceeb3704436483d885546d4e5153985,PVC Vent Kit - 90% Furnace,Install PVC intake/exhaust vent kit for high-efficiency furnace. Includes 1-year labor warranty.,$540.00,$95.00,false,Each,,false
